url	download_complete
fano.ics.uci.edu/cites/Organization/Cons-Nazionale-delle-Ricerche-Inst-di-Scienza-e-Tecnologie-per-lInformazione-(ISTI).html	complete
fano.ics.uci.edu/ca/rules/b3678s3678/g2.html	complete
www.ics.uci.edu/~eppstein/pix/sunsets/orcas-m-pi.html	complete
fano.ics.uci.edu/cites/Organization/IBM-Research-Triangle-Park.html	complete
www.ics.uci.edu/~emilyo/teaching/info122w2014/samplecode/lecture9	incomplete
www.ics.uci.edu/~eppstein/ca/replicators/b01357s0123.lif	complete
mailman.ics.uci.edu/mailman/admin/crick	complete
www.ics.uci.edu/~emilyo/teaching/info122w2014/samplecode/lecture7	incomplete
www.ics.uci.edu/~eppstein/pix/orcas/misc/index.html	complete
fano.ics.uci.edu/cites/Document/Tosiaikainen-ajoneuvoliikenteen-reitinsuunnittelu-(real-time-vehicle-traffic-route-planning).html	complete
fano.ics.uci.edu/cites/Author/Stefan-Wrobel.html	incomplete
fano.ics.uci.edu/cites/Document/Merging-range-images-of-arbitrarily-shaped-objects.html	incomplete
fano.ics.uci.edu/cites/Organization/Int-Cartographic-Assoc.html	complete
fano.ics.uci.edu/cites/Author/Jacob-E-Goodman.html	complete
fano.ics.uci.edu/cites/Organization/Xerox-Palo-Alto-Research-Center.html	incomplete
fano.ics.uci.edu/cites/Publication/AbeHurIck-ESA-01.html	incomplete
wics.ics.uci.edu/wics-week-0-meet-and-greet/tammy.phan@uci.edu	complete
fano.ics.uci.edu/cites/Organization/Swiss-Federal-Institute-of-Technology-Communications-Technology-Laboratory.html	complete
www.ics.uci.edu/~eppstein/pix/quadmeet04/SaraFreestyle.html	complete
sdcl.ics.uci.edu/2011/11/seworld-sdcl	incomplete
www.ics.uci.edu/~skong2	complete
wics.ics.uci.edu/previous-officers	complete
fano.ics.uci.edu/cites/Publication/Cha-SODA-02-so.html	incomplete
www.ics.uci.edu/community	complete
www.ics.uci.edu/~thornton/ics32/ProjectGuide/SubmittingProjects.html	complete
fano.ics.uci.edu/cites/Document/Comparative-study-of-unstructured-meshes-made-of-triangles-and-quadrilaterals.html	incomplete
www.ics.uci.edu/~eppstein/pix/sv/index.html	complete
fano.ics.uci.edu/cites/Document/Best-case-results-for-nearest-neighbor-learning.html	complete
www.ics.uci.edu/~rostami1	complete
fano.ics.uci.edu/cites/Author/Christian-Heipke.html	incomplete
www.ics.uci.edu/~eppstein/pix/charlotte/Indigo.html	complete
www.ics.uci.edu/about/bren/bren_about.php	complete
fano.ics.uci.edu/cites/Organization/Univ-of-Calgary-Dept-of-Geomatics-Engineering.html	complete
fano.ics.uci.edu/cites/Document/Optimal-net-surface-problems-with-applications.html	complete
mailman.ics.uci.edu/mailman/private/ivecg-community	complete
fano.ics.uci.edu/cites/Location/Proc-9th-Symp-Computational-Geometry.html	complete
fano.ics.uci.edu/cites/Author/Adrian-Colbrook.html	complete
fano.ics.uci.edu/cites/Author/David-J-Pearce.html	incomplete
fano.ics.uci.edu/cites/Document/Density-graphs-and-separators.html	incomplete
fano.ics.uci.edu/cites/Publication/SimHitRiv-IMR-00.html	complete
fano.ics.uci.edu/cites/Author/Masami-Ito.html	incomplete
mcs.ics.uci.edu/about/course-descriptions	complete
fano.ics.uci.edu/cites/Publication/AusCreGam-99.html	complete
fano.ics.uci.edu/cites/Publication/EfrLan-CPM-04.html	complete
www.ics.uci.edu/~redmiles/ics125-FQ01	complete
www.ics.uci.edu/about/bren/gallery/gallery_07_jpg.php	complete
fano.ics.uci.edu/cites/Organization/Nat-Chiao-Tung-Univ-Dept-of-Applied-Mathematics.html	complete
www.ics.uci.edu/~thornton/ics23/FinalAnswerKey.html	complete
fano.ics.uci.edu/cites/Author/Ron-Shamir.html	complete
fano.ics.uci.edu/cites/Author/Lawrence-Hunter.html	incomplete
fano.ics.uci.edu/cites/Organization/Softimage-Inc.html	complete
www.ics.uci.edu/~kay/labtutors	complete
fano.ics.uci.edu/cites/Document/Fundamentals-of-media-theory.html	complete
www.ics.uci.edu/about/visit	complete
fano.ics.uci.edu/cites/Author/Bianca-Falcidieno.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-Visualization-97.html	complete
ngs.ics.uci.edu/author/ramesh	complete
fano.ics.uci.edu/cites/Document/Polygon-decomposition-based-on-the-straight-line-skeleton.html	incomplete
fano.ics.uci.edu/cites/Author/Klaus-Obermayer.html	complete
www.ics.uci.edu/~thornton/ics32a/Schedule.html	incomplete
fano.ics.uci.edu/cites/Author/Max-Langbein.html	complete
www.ics.uci.edu/~andre/informatics121f2011.html	complete
fano.ics.uci.edu/cites/Author/Roberto-Giaccio.html	incomplete
www.ics.uci.edu/faculty/area/area_embedded.php	complete
www.ics.uci.edu/~kay/courses/i41/f06.html	complete
www.ics.uci.edu/~thornton/ics23/LabManual/StyleStandards.html	complete
www.ics.uci.edu/~eppstein/pix/sv/brb/Sandy.html	incomplete
www.ics.uci.edu/~eppstein/ca/replicators/b013456s2-rep3c6.lif	complete
fano.ics.uci.edu/cites/Publication/EppItaTam-Algs-92.html	complete
fano.ics.uci.edu/cites/Author/S-Sharma.html	incomplete
fano.ics.uci.edu/cites/Author/Hisao-Tamaki.html	incomplete
fano.ics.uci.edu/cites/Author/Friedhelm-Neugebauer.html	complete
fano.ics.uci.edu/cites/Publication/NarProWid-ESA-98.html	complete
fano.ics.uci.edu/cites/Author/Alex-Glozman.html	incomplete
fano.ics.uci.edu/cites/Author/Martin-L-Demaine.html	complete
sdcl.ics.uci.edu/2016/03/congratulations-dr-gerald	complete
www.ics.uci.edu/~aburtsev/education.html	complete
fr.ics.uci.edu/widgets/chilepersonfinder	complete
vision.ics.uci.edu/papers/Ramanan_CVPR_2007	complete
www.ics.uci.edu/~thornton/cs141/CodeExamples/HaskellExamples1.hs	complete
fano.ics.uci.edu/cites/Author/Takaaki-Nishioka.html	incomplete
www.ics.uci.edu/~eppstein/junkyard/triangulation.html	incomplete
www.ics.uci.edu/~eppstein/gina/dt-interpolate.html	complete
fano.ics.uci.edu/cites/Location/BIT.html	complete
fano.ics.uci.edu/cites/Author/Alon-Ziv.html	incomplete
www.ics.uci.edu/~andre/informatics122w2010.html	complete
fano.ics.uci.edu/cites/Location/Statistics-for-Industry-and-Technology.html	complete
fano.ics.uci.edu/cites/Author/Evgeny-Dantsin.html	complete
fano.ics.uci.edu/cites/Document/On-the-zone-of-a-surface-in-a-hyperplane-arrangement.html	incomplete
wics.ics.uci.edu/wics-fall-quarter-week-2-mentorship-mixer	complete
fano.ics.uci.edu/cites/Organization/Centre-de-recherche-en-calcul-applique-(CERCA).html	complete
fano.ics.uci.edu/cites/Author/Janos-Pach.html	complete
fano.ics.uci.edu/cites/Author/Kalyan-Perumalla.html	incomplete
www.ics.uci.edu/~majumder	complete
fano.ics.uci.edu/cites/Author/Ruediger-K-Reischuk.html	incomplete
vision.ics.uci.edu/papers/WeberEWP_AFGR_2000	complete
fano.ics.uci.edu/cites/Publication/ChaHarMil-JCB-94.html	incomplete
www.ics.uci.edu/~eppstein/pix/iday04/Singapore.html	complete
fano.ics.uci.edu/cites/Publication/EppKreMum-WADS-07.html	incomplete
www.ics.uci.edu/~thornton/ics45c	complete
www.ics.uci.edu/~eppstein/pix/sv/men/HeadlandsPath.html	complete
fano.ics.uci.edu/cites/Document/Fully-dynamic-planarity-testing-with-applications.html	complete
fano.ics.uci.edu/cites/Location/IEEE-Signal-Processing-Mag.html	complete
fano.ics.uci.edu/cites/Author/Dirk-Farin.html	incomplete
www.ics.uci.edu/~pazzani/Slides/MLC94/sld019.htm	complete
www.ics.uci.edu/~thornton/ics32/Notes/Modules/example.py	incomplete
www.ics.uci.edu/dir/faculty/AI/pazzani	incomplete
fano.ics.uci.edu/cites/Location/Proc-11th-Int-Meshing-Roundtable.html	incomplete
fano.ics.uci.edu/cites/Organization/Univ-of-Pennsylvania-Dept-of-Computer-and-Information-Science.html	complete
fano.ics.uci.edu/cites/Publication/Rauch-TR-93.html	complete
fano.ics.uci.edu/cites/Author/Matthew-T-Dickerson.html	incomplete
fano.ics.uci.edu/cites/Location/MAPS.html	complete
www.ics.uci.edu/ugrad/policies/index.php/Computer_RemoteAccess.php	complete
www.ics.uci.edu/~eppstein/pix/sv/ari/AlbionRiverInn.html	complete
fano.ics.uci.edu/cites/Document/Output-Sensitive-Construction-of-Convex-Hulls.html	incomplete
fano.ics.uci.edu/cites/Document/Well-solvable-special-cases-of-the-traveling-salesman-problem-A-survey.html	incomplete
www.ics.uci.edu/~eppstein/ca/b35s236/p3-shuttles.lif	complete
fano.ics.uci.edu/cites/Publication/Epp-DCG-98.html	complete
fano.ics.uci.edu/cites/Publication/LevKrz-Algs-98.html	complete
www.ics.uci.edu/~eppstein/pix/sv/am/index.html	complete
fano.ics.uci.edu/cites/Author/David-K-Gifford.html	incomplete
vision.ics.uci.edu/people/6.html	complete
cocoa-krispies.ics.uci.edu/~paolo/JuliusC	complete
mailman.ics.uci.edu/mailman/listinfo/insa-news	complete
www.ics.uci.edu/~eppstein/pix/t4bd/CliffordCake2.html	complete
www.ics.uci.edu/~pazzani/Slides/MLC94/tsld023.htm	incomplete
fano.ics.uci.edu/cites/Organization/Iowa-State-Univ-Dept-of-Computer-Science.html	complete
fano.ics.uci.edu/cites/Author/Dongya-Zou.html	incomplete
www.ics.uci.edu/~eppstein	complete
fano.ics.uci.edu/cites/Author/Jovia-uni.html	complete
www.ics.uci.edu/~eppstein/junkyard/simplex-section.html	complete
mcs.ics.uci.edu/about/mcs-vs-mscs	complete
fano.ics.uci.edu/cites/Location/Proc-1st-Int-Symp-Quality-Electronic-Design-(ISQED-2000).html	complete
fano.ics.uci.edu/cites/Organization/Tokyo-Inst-of-Technology-Dept-of-Computer-Science.html	complete
fano.ics.uci.edu/cites/Author/Robert-Glueck.html	incomplete
fano.ics.uci.edu/cites/Author/Amos-Korman.html	incomplete
fano.ics.uci.edu/cites/Publication/AtaGooRam-SCG-94.html	complete
www.ics.uci.edu/~eppstein/pix/hw01/SadPurpleFairy.html	complete
fano.ics.uci.edu/cites/Document/Hardness-results-for-dynamic-problems-by-extensions-of-Fredman-and-Saks-chronogram-method.html	complete
www.ics.uci.edu/~eppstein/geom.html	complete
vision.ics.uci.edu/papers/YangBKR_CVPR_2012	incomplete
sdcl.ics.uci.edu/2015/12/crowdsourcing-affinity-diagrams-2	complete
fano.ics.uci.edu/cites/Publication/Cha-Algs-98.html	complete
fano.ics.uci.edu/cites/Location/Proc-18th-Symp-Discrete-Algorithms.html	complete
cml.ics.uci.edu/2006/10/2006_netflix	complete
fano.ics.uci.edu/ca/rules/b0158s24567	complete
fano.ics.uci.edu/cites/Organization/Hong-Kong-Polytechnic-Univ.html	incomplete
vision.ics.uci.edu/people/34.html	incomplete
fano.ics.uci.edu/cites/Document/Tools-for-triangulations-and-tetrahedralizations-and-constructing-functions-defined-over-them.html	complete
sdcl.ics.uci.edu/2013/12/new-workshop-on-crowdsourcing-in-software-engineering	complete
fano.ics.uci.edu/cites/Document/Implementation-of-the-dynamic-connectivity-algorithm-by-Monika-Rauch-Henzinger-and-Valerie-King.html	complete
www.ics.uci.edu/~eppstein/pix/quadmeet04/SaraEmerging.html	complete
www.ics.uci.edu/~eppstein/junkyard/cube-triangulation.html	complete
www.ics.uci.edu/involved/leadership_council.php	complete
www.ics.uci.edu/~thornton/inf102/LabManual/Assignment5	complete
www.ics.uci.edu/~thornton/inf102/LabManual/Assignment4	complete
www.ics.uci.edu/~thornton/inf102/LabManual/Assignment3	complete
www.ics.uci.edu/~thornton/inf102/LabManual/Assignment2	complete
www.ics.uci.edu/~thornton/inf102/LabManual/Assignment1	complete
www.ics.uci.edu/~thornton/inf102/LabManual/Assignment0	complete
vision.ics.uci.edu/papers/YarkonyMIF_UAI_2011	complete
fano.ics.uci.edu/cites/Publication/GaoGuiNgu-SCG-04.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-11th-Int-Worksh-Database-and-Expert-Systems-Applications.html	complete
www.ics.uci.edu/icse97	complete
www.ics.uci.edu/~sudderth/group	complete
fano.ics.uci.edu/cites/Author/George-Philokyprou.html	incomplete
fano.ics.uci.edu/cites/Author/Sandor-P-Fekete.html	incomplete
www.ics.uci.edu/~eppstein/pix/fam4/ChazSaraDrum.html	complete
fano.ics.uci.edu/cites/Organization/Fern-Univ-Hagen-Praktische-Informatik-VI.html	complete
www.ics.uci.edu/~eppstein/pix/flora/sjws4-s.html	complete
emj.ics.uci.edu/2012/12	complete
fano.ics.uci.edu/cites/Author/Bernd-Gaertner.html	complete
fano.ics.uci.edu/cites/Document/Delaunay-Refinement-Mesh-Generation.html	incomplete
fano.ics.uci.edu/cites/Author/R-Panigrahy.html	incomplete
fano.ics.uci.edu/cites/Publication/Lie-JGAA-01.html	incomplete
www.ics.uci.edu/~eppstein/pix/bar/sf/TowerWindows.html	complete
www.ics.uci.edu/~rasadi	complete
fano.ics.uci.edu/cites/Document/Simultaneous-refinement-and-coarsening-adaptive-meshing-with-moving-boundaries.html	incomplete
www.ics.uci.edu/~eppstein/ca/replicators/b013578s0123-rep6c20.lif	complete
fano.ics.uci.edu/cites/Document/Design-and-analysis-of-spatiotemporal-multicast-protocols-for-wireless-sensor-networks.html	incomplete
fano.ics.uci.edu/cites/Document/Exploiting-domain-geometry-in-analogical-route-planning.html	incomplete
fano.ics.uci.edu/cites/Author/Olivier-J-J-Michel.html	incomplete
www.ics.uci.edu/~eppstein/pix/sv/mgt/index.html	complete
www.ics.uci.edu/~theory/269/190201a.html	complete
fano.ics.uci.edu/cites/Organization/Imperial-College-of-Science-Technology-and-Medicine-Ctr-for-Transportation-Studies.html	complete
www.ics.uci.edu/~thornton/ics32/Notes/Sockets/echo_client.py	complete
fano.ics.uci.edu/cites/Author/Bin-Fu.html	complete
fano.ics.uci.edu/cites/Location/Proc-3rd-Symp-Discrete-Algorithms.html	complete
fano.ics.uci.edu/cites/Publication/Sub-TR-96.html	incomplete
fano.ics.uci.edu/cites/Author/Paul-Hunter.html	incomplete
www.ics.uci.edu/~iftekha/publication/mutation-reduction-strategies-considered-harmful	complete
cml.ics.uci.edu/2014/02/2014_acmfellows	complete
fano.ics.uci.edu/cites/Location/Proc-8th-Symp-Discrete-Algorithms.html	complete
fano.ics.uci.edu/cites/Organization/Univ-of-Chicago-Dept-of-Computer-Science.html	complete
fano.ics.uci.edu/cites/Author/Roberto-Lattuada.html	incomplete
fano.ics.uci.edu/cites/Author/Jacalyn-M-Huband.html	incomplete
www.ics.uci.edu/~dutt	complete
fano.ics.uci.edu/cites/Author/Bevan-Narayan-Das.html	incomplete
fano.ics.uci.edu/cites/Author/Aya-Levi-Steiner.html	incomplete
www.ics.uci.edu/~eppstein/pix/sv/mgt/DavidC.html	complete
fano.ics.uci.edu/cites/Document/An-algorithm-for-the-maxmin-area-triangulation-of-a-convex-polygon.html	complete
www.ics.uci.edu/~eppstein/pix/t4bd/YoonsMom.html	complete
fano.ics.uci.edu/cites/Location/Proc-9th-Genome-Informatics-Worksh.html	complete
www.ics.uci.edu/~eppstein/pix/fam4/Matthew.html	complete
fano.ics.uci.edu/cites/Author/Will-W-Recker.html	complete
fano.ics.uci.edu/cites/Author/Donald-J-Rose.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-16th-Eur-Worksh-Computational-Geometry.html	complete
fano.ics.uci.edu/cites/Organization/Univ-de-Bretagne-Sud.html	complete
fano.ics.uci.edu/cites/Organization/Univ-Instelling-Antwerpen-Dept-of-Mathematics-and-Computing.html	complete
fano.ics.uci.edu/cites/Document/Poly-logarithmic-deterministic-fully-dynamic-graph-algorithms-I-connectivity-and-minimum-spanning-tree.html	incomplete
fano.ics.uci.edu/cites/Author/N-Li.html	incomplete
www.ics.uci.edu/ugrad/policies/Course_Outside_UCI	complete
fano.ics.uci.edu/cites/Publication/HenKin-JACM-99.html	complete
www.ics.uci.edu/~eppstein/junkyard/knot-curvature.html	complete
www.ics.uci.edu/~kay/scheme/restaurants2.scm	complete
fano.ics.uci.edu/ca/rules/b34678s034678/g2.html	complete
fano.ics.uci.edu/cites/Author/Dany-Breslauer.html	incomplete
fano.ics.uci.edu/cites/Author/Charles-V-Stewart.html	incomplete
fano.ics.uci.edu/cites/Organization/Indian-Statistical-Inst-Dept-of-Mathematics.html	incomplete
www.ics.uci.edu/about/brenhall	complete
www.ics.uci.edu/about/about_deanmsg.php	complete
www.ics.uci.edu/~thornton/ics46/TournamentResults.html	complete
fano.ics.uci.edu/cites/Document/Sublinear-time-approximation-of-Euclidean-minimum-spanning-tree.html	complete
www.ics.uci.edu/community/events/openhouse/video_dedication.html	complete
fano.ics.uci.edu/cites/Author/Mirela-Damian.html	incomplete
www.ics.uci.edu/~yug10	complete
mailman.ics.uci.edu/mailman/admin/isg-friends	complete
fano.ics.uci.edu/cites/Document/Algorithms-for-SAT-and-upper-bounds-on-their-complexity.html	complete
fano.ics.uci.edu/cites/Author/Weijia-Jia.html	incomplete
www.ics.uci.edu/~eppstein/pix/t4bd/BouncerBoys.html	incomplete
fano.ics.uci.edu/cites/Document/On-incremental-rendering-of-silhouette-maps-of-a-polyhedral-scene.html	complete
fano.ics.uci.edu/cites/Author/Andrzej-Lingas.html	incomplete
fano.ics.uci.edu/cites/Document/Randomized-fully-dynamic-graph-algorithms-with-polylogarithmic-time-per-operation.html	complete
fano.ics.uci.edu/cites/Publication/Pel-PhD-91.html	complete
fano.ics.uci.edu/cites/Location/Proc-1st-Symp-Solid-Modeling-Foundations-and-CADCAM-Applications.html	complete
www.ics.uci.edu/~skong2/pollen.html	complete
www.ics.uci.edu/~balani	complete
www.ics.uci.edu/employment/employ_faculty.php	complete
fano.ics.uci.edu/cites/Publication/EppGalIta-JCSS-96.html	complete
www.ics.uci.edu/~eppstein/pubs/p-qpack.html	complete
fano.ics.uci.edu/cites/Document/Edge-distributed-admission-control-in-MPLS-networks.html	incomplete
www.ics.uci.edu/~eppstein/pix/charlotte/Moping.html	complete
www.ics.uci.edu/~eppstein/pix/bar/parg/DogRainSpout.html	complete
fano.ics.uci.edu/cites/Organization/The-Weizmann-Inst-of-Science.html	complete
www.ics.uci.edu/~eppstein/pubs/p-supersample.html	complete
fano.ics.uci.edu/cites/Author/Jianer-Chen.html	complete
fano.ics.uci.edu/cites/Location/Origami^3-Proc-3rd-Int-Mtg-Origami-Science-Math-and-Education-(3OSME)-Asilomar-Calif-2001.html	complete
www.ics.uci.edu/Arcadia/Endeavors	incomplete
fano.ics.uci.edu/cites/Author/Ickjai-Lee.html	incomplete
fano.ics.uci.edu/cites/Author/Matthew-B-Squire.html	complete
fano.ics.uci.edu/cites/Document/Quality-mesh-generation-in-three-dimensions.html	complete
fano.ics.uci.edu/cites/Organization/Univ-Warsaw-Inst-Informatyki.html	complete
fano.ics.uci.edu/cites/Publication/BerSchVis-Algs-93.html	complete
fano.ics.uci.edu/cites/Location/Proc-3rd-Canad-Conf-Computational-Geometry.html	incomplete
www.ics.uci.edu/Arcadia/atUCI.html	complete
www.ics.uci.edu/~iftekha/publication/the-impact-of-automatic-crash-reports-on-bug-triaging-and-development-in-mozilla	complete
fano.ics.uci.edu/cites/Organization/Washington-Univ-St-Louis.html	complete
www.ics.uci.edu/~eppstein/ca/replicators/b0136s123.html	complete
www.ics.uci.edu/~minhaenl/data	incomplete
fano.ics.uci.edu/cites/Organization/Univ-Politecnica-de-Catalunya-Dep-de-Llenguatges-i-Sistemes-Informatics.html	complete
www.ics.uci.edu/~eppstein/pix/sv/msb/Beach.html	incomplete
www.ics.uci.edu/~andre/research.html	incomplete
fano.ics.uci.edu/cites/Author/Dominique-Schmitt.html	incomplete
www.ics.uci.edu/~eppstein/pix/sv/mad/pismo.html	incomplete
fano.ics.uci.edu/cites/Document/Drawing-nice-projections-of-objects-in-space.html	incomplete
fano.ics.uci.edu/cites/Author/A-Y-Ogurtsov.html	incomplete
cml.ics.uci.edu/2010/05/2010_vandykims	complete
fano.ics.uci.edu/cites/Document/How-good-is-recursive-bisection.html	incomplete
www.ics.uci.edu/~eppstein/pix/sv/msb/Family.html	incomplete
fano.ics.uci.edu/cites/Document/Terrain-modelling-based-on-contours-and-slopes.html	incomplete
www.ics.uci.edu/~eppstein/junkyard/spiraltile	incomplete
fano.ics.uci.edu/cites/Author/Jobst-Heitzig.html	incomplete
fano.ics.uci.edu/cites/Author/Joachim-Parrow.html	incomplete
www.ics.uci.edu/~eppstein/pix/sv/brb/LogansCastle.html	incomplete
fano.ics.uci.edu/cites/Author/Paola-Girdinio.html	incomplete
fano.ics.uci.edu/cites/Publication/AriAsaNis-GIW-99.html	incomplete
www.ics.uci.edu/~eppstein/pix/sv/am/Trees.html	incomplete
www.ics.uci.edu/~eppstein/pix/braces/After2.html	incomplete
www.ics.uci.edu/~eppstein/pix/t4bd/Taeyoon.html	incomplete
cml.ics.uci.edu/2014/02/anandkumar-receives-early-career-sloan-research-fellowship	incomplete
fano.ics.uci.edu/cites/Document/Tet-meshing-construction-optimization-and-adaption.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-Int-Worksh-Visualization-and-Animation-of-Landscape.html	incomplete
fano.ics.uci.edu/cites/Author/Andras-Bezdek.html	incomplete
fano.ics.uci.edu/cites/Author/Yishay-Mansour.html	incomplete
fano.ics.uci.edu/cites/Author/Kunsoo-Park.html	incomplete
fano.ics.uci.edu/cites/Location/Mathematical-Biosciences.html	incomplete
fano.ics.uci.edu/cites/Organization/Microsoft-Research-Redmond.html	incomplete
fano.ics.uci.edu/cites/Author/Viraj-Kumar.html	incomplete
www.ics.uci.edu/~eppstein/cryptogram	incomplete
www.ics.uci.edu/~eppstein/pubs/geom-cluster.html	incomplete
fano.ics.uci.edu/cites/Organization/Univ-of-California-Irvine-Dept-of-Computer-Science.html	incomplete
fano.ics.uci.edu/cites/Organization/Auckland-Univ-Mathematics-Dept.html	incomplete
fano.ics.uci.edu/cites/Organization/Technical-Univ-of-Denmark.html	incomplete
www.ics.uci.edu/~pazzani/Slides/Hill/sld001.htm	incomplete
fano.ics.uci.edu/cites/Organization/Cornell-Univ-Dept-of-Computer-Science.html	incomplete
www.ics.uci.edu/~eppstein/pix/orcas/obstructionpass/BlakelyAirstrip.html	incomplete
www.ics.uci.edu/~eppstein/pix/fam4/Alex2.html	complete
www.ics.uci.edu/~xhx/courses/ics6n	incomplete
fano.ics.uci.edu/cites/Publication/RanSch-TR-01.html	incomplete
fano.ics.uci.edu/cites/Author/Arndt-Bode.html	incomplete
www.ics.uci.edu/~eppstein/bibs/eppstein.html	incomplete
www.ics.uci.edu/~eppstein/ca/replicators/b016s123.lif	incomplete
www.ics.uci.edu/~akhavans/mySite/Welcome.html	incomplete
fano.ics.uci.edu/cites/Publication/ZhaOshMer-TR-98.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-Int-Conf-Communications-(ICC-2001).html	incomplete
fano.ics.uci.edu/cites/Author/Clark-Thomborson.html	incomplete
matt-smith-v2.ics.uci.edu/dutran/wordpress/we-have-a-new-youtube-video	incomplete
www.ics.uci.edu/~eppstein/pix/sv/mgt/Jessica.html	incomplete
fano.ics.uci.edu/ca/rules/b34678s034678/g3.lif	incomplete
ngs.ics.uci.edu/teaching/fall08/Multimedia	incomplete
fano.ics.uci.edu/cites/Organization/Univ-Autonoma-Metropolitana-Dep-de-Matematicas.html	incomplete
fano.ics.uci.edu/cites/Document/Faster-circle-packing-with-application-to-nonobtuse-triangulation.html	incomplete
fano.ics.uci.edu/cites/Publication/DilEppHir-JGAA-00.html	incomplete
fano.ics.uci.edu/cites/Review/MR-92e68189.html	incomplete
fano.ics.uci.edu/cites/Author/Mia-Hubert.html	incomplete
www.ics.uci.edu/~kay/courses/previous.html	incomplete
www.ics.uci.edu/~thornton/inf102/LabManual/Assignment5/MenubaScanException.java	incomplete
www.ics.uci.edu/~eppstein/junkyard/how-many-intersects.html	incomplete
www.ics.uci.edu/~theory/research.html	incomplete
www.ics.uci.edu/~thornton/ics32/ProjectGuide/Project1/project1_sanitycheck.py	incomplete
fano.ics.uci.edu/cites/Document/Machine-transliteration.html	incomplete
fano.ics.uci.edu/cites/Location/Computing-Surveys.html	incomplete
fano.ics.uci.edu/cites/Review/MR-99d52018.html	incomplete
www.ics.uci.edu/~eppstein/pubs/p-mwst.html	incomplete
www.ics.uci.edu/~wayne	incomplete
mse.ics.uci.edu	incomplete
fano.ics.uci.edu/cites/Publication/AicAurPal-SCG-02.html	incomplete
fano.ics.uci.edu/cites/Author/Thomas-Hull.html	incomplete
www.ics.uci.edu/~gbowker/pubs.htm	incomplete
cml.ics.uci.edu/2017/06/singh-talk-oc-acm-chapter	incomplete
fano.ics.uci.edu/cites/Organization/Warsaw-Univ-Inst-of-Informatics.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-4th-Int-Meshing-Roundtable.html	incomplete
mailman.ics.uci.edu/mailman/admin/theory-seminar	complete
fano.ics.uci.edu/cites/Author/Esko-Turunen.html	incomplete
fano.ics.uci.edu/cites/Publication/VerPanPuc-TR-95.html	incomplete
fano.ics.uci.edu/cites/Author/Gangadharan-Kannan.html	incomplete
cml.ics.uci.edu/2006/03/2006_smythstern	incomplete
fano.ics.uci.edu/cites/Organization/Univ-of-Virginia-Dept-of-Biochemistry.html	incomplete
fano.ics.uci.edu/cites/Author/Amitabh-Chaudhary.html	incomplete
sdcl.ics.uci.edu/research/past-projects/calico	incomplete
fano.ics.uci.edu/cites/Author/Michael-F-Kim.html	incomplete
www-db.ics.uci.edu/pages/research/aware.shtml	incomplete
www.ics.uci.edu/~eppstein/ca/b35s236/p120-shuttle.lif	incomplete
wics.ics.uci.edu/wics-spring-quarter-week-8-amazon-alexa-skill-workshop	incomplete
fano.ics.uci.edu/cites/Author/Grzegorz-Malewicz.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-4th-Worksh-Advances-in-Geographic-Information-Systems.html	incomplete
fano.ics.uci.edu/cites/Author/Uriel-Feige.html	incomplete
wics.ics.uci.edu/fall-quarter-2016-week-4-mentorship-reveal	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_PreviousMSdegree.php	complete
fano.ics.uci.edu/cites/Organization/Technical-Univ-of-Eindhoven-IPO-Center-for-User-System-Interaction.html	incomplete
www.ics.uci.edu/~eppstein/gina/mst.html	incomplete
fano.ics.uci.edu/cites/Document/Experimental-results-on-quadrangulations-of-sets-of-fixed-points.html	incomplete
fano.ics.uci.edu/cites/Organization/Univ-di-Roma-Tor-Vergata-Dip-di-Matematica.html	incomplete
fano.ics.uci.edu/cites/Publication/Nie-SV-97.html	complete
www.ics.uci.edu/~eppstein/ca/search.html	incomplete
www.ics.uci.edu/~eppstein/pix/whfi/CampusView.html	incomplete
www.ics.uci.edu/~thornton/ics184/LabManual/Assignment3/stinkbug.sql	complete
www.ics.uci.edu/~eppstein/pix/fam4/ErikSaraDaniel.html	incomplete
fano.ics.uci.edu/cites/Author/Guenter-M-Ziegler.html	incomplete
fano.ics.uci.edu/cites/Author/Glencora-Borradaile.html	incomplete
fano.ics.uci.edu/cites/Location/Studia-Informatica-Universalis.html	incomplete
fano.ics.uci.edu/cites/Location/Theory-and-Applications-of-Recent-Robust-Methods.html	incomplete
cradl.ics.uci.edu/wp-login.php	complete
www.ics.uci.edu/~redmiles/ics125-FQ01/projects/compaq.html	incomplete
www.ics.uci.edu/~eppstein/pix/firetrucks/index.html	incomplete
fano.ics.uci.edu/cites/Document/Minimum-area-polygons-with-two-reflex-angles-enclosing-k-points.html	incomplete
fano.ics.uci.edu/cites/Publication/AbaBerFar-SODA-07.html	incomplete
sdcl.ics.uci.edu/2012/06/icse-2012	incomplete
fano.ics.uci.edu/cites/Organization/Univ-di-Genova-Dip-di-Ingegneria-Elettrica.html	complete
